コード,ランキング,都道府県,市区町村,人口,男,女
104647,666,群馬県,佐波郡玉村町,35732,17773,17959
105210,1084,群馬県,邑楽郡板倉町,13747,6910,6837
105228,1176,群馬県,邑楽郡明和町,10836,5436,5400
105236,1168,群馬県,邑楽郡千代田町,10941,5559,5382
105244,612,群馬県,邑楽郡大泉町,41465,21638,19827
105252,824,群馬県,邑楽郡邑楽町,25811,13133,12678
111007,9,埼玉県,さいたま市,1345012,666409,678603
112011,67,埼玉県,川越市,352717,175614,177103
112020,136,埼玉県,熊谷市,192074,96157,95917
112038,27,埼玉県,川口市,606315,306883,299432
112062,347,埼玉県,行田市,78416,38840,39576
112071,461,埼玉県,秩父市,58223,28507,29716
112089,72,埼玉県,所沢市,343529,169449,174080
112097,346,埼玉県,飯能市,78472,39212,39260
112101,253,埼玉県,加須市,112163,56474,55689
112119,351,埼玉県,本庄市,77285,38645,38640
112127,307,埼玉県,東松山市,91094,45762,45332
112143,116,埼玉県,春日部市,230687,114099,116588
112151,183,埼玉県,狭山市,148872,74296,74576
112160,496,埼玉県,羽生市,53855,27071,26784
112178,228,埼玉県,鴻巣市,117582,58212,59370
112186,194,埼玉県,深谷市,141419,70624,70795
112194,118,埼玉県,上尾市,230167,113765,116402
112216,104,埼玉県,草加市,251219,126619,124600
112224,73,埼玉県,越谷市,343062,169773,173289
112232,362,埼玉県,蕨市,75646,38331,37315
112241,191,埼玉県,戸田市,142163,72126,70037
112259,189,埼玉県,入間市,144723,71436,73287
112275,187,埼玉県,朝霞市,144964,72997,71967
112283,359,埼玉県,志木市,76312,37759,38553
112291,324,埼玉県,和光市,84728,43484,41244
112305,163,埼玉県,新座市,166036,82635,83401
112313,371,埼玉県,桶川市,74448,36784,37664
112321,180,埼玉県,久喜市,150913,75084,75829
112330,420,埼玉県,北本市,65403,32259,33144
112348,301,埼玉県,八潮市,93065,48297,44768
112356,248,埼玉県,富士見市,113145,55530,57615
112372,192,埼玉県,三郷市,141942,71576,70366
112381,438,埼玉県,蓮田市,61337,30398,30939
112399,282,埼玉県,坂戸市,99527,49652,49875
112402,532,埼玉県,幸手市,49063,24668,24395
112411,397,埼玉県,鶴ヶ島市,70063,34732,35331
112429,489,埼玉県,日高市,54396,27032,27364
112437,382,埼玉県,吉川市,72678,36263,36415
112453,242,埼玉県,ふじみ野市,114363,56471,57892
112461,502,埼玉県,白岡市,52649,26141,26508
113018,573,埼玉県,北足立郡伊奈町,45045,22740,22305
113247,650,埼玉県,入間郡三芳町,37453,18588,18865
113263,712,埼玉県,入間郡毛呂山町,32365,16128,16237
113271,1175,埼玉県,入間郡越生町,10863,5414,5449
113417,923,埼玉県,比企郡滑川町,19745,10077,9668
113425,973,埼玉県,比企郡嵐山町,17516,8706,8810
113433,790,埼玉県,比企郡小川町,27886,13904,13982
113468,939,埼玉県,比企郡川島町,18874,9662,9212
113476,965,埼玉県,比企郡吉見町,17859,9016,8843
113484,1106,埼玉県,比企郡鳩山町,12967,6354,6613
113492,1187,埼玉県,比企郡ときがわ町,10414,5290,5124
113611,1292,埼玉県,秩父郡横瀬町,7748,3821,3927
113620,1239,埼玉県,秩父郡皆野町,9050,4530,4520
113638,1354,埼玉県,秩父郡長瀞町,6516,3207,3309
113654,1191,埼玉県,秩父郡小鹿野町,10316,5139,5177
113697,1612,埼玉県,秩父郡東秩父村,2473,1241,1232
113816,1178,埼玉県,児玉郡美里町,10819,5485,5334
113832,1110,埼玉県,児玉郡神川町,12888,6600,6288
113859,748,埼玉県,児玉郡上里町,30549,15269,15280
114081,720,埼玉県,大里郡寄居町,32041,15963,16078
114421,692,埼玉県,南埼玉郡宮代町,33371,16695,16676
114642,584,埼玉県,北葛飾郡杉戸町,44014,21995,22019
114651,782,埼玉県,北葛飾郡松伏町,28140,14199,13941
121002,12,千葉県,千葉市,978899,486126,492773
122025,481,千葉県,銚子市,55016,26845,28171
122033,37,千葉県,市川市,492895,249044,243851
122041,26,千葉県,船橋市,648331,322387,325944
122050,583,千葉県,館山市,44160,21381,22779
122068,203,千葉県,木更津市,136611,68971,67640
122076,36,千葉県,松戸市,498222,247223,250999
122084,176,千葉県,野田市,153815,77260,76555
122106,317,千葉県,茂原市,86613,42830,43783
122114,209,千葉県,成田市,132023,65981,66042
122122,157,千葉県,佐倉市,170406,83595,86811
122131,471,千葉県,東金市,56867,28445,28422
122157,426,千葉県,旭市,62747,31070,31677
122165,154,千葉県,習志野市,174963,86915,88048
122173,47,千葉県,柏市,435529,215150,220379
122181,1015,千葉県,勝浦市,15663,7816,7847
122190,93,千葉県,市原市,268517,138393,130124
122203,128,千葉県,流山市,210733,103794,106939
122211,130,千葉県,八千代市,205748,101471,104277
122220,211,千葉県,我孫子市,131286,64258,67028
122238,742,千葉県,鴨川市,30820,14750,16070
122246,260,千葉県,鎌ケ谷市,109557,53879,55678
122254,339,千葉県,君津市,80395,40889,39506
122262,615,千葉県,富津市,41119,20933,20186
122271,156,千葉県,浦安市,170671,82796,87875
122289,290,千葉県,四街道市,96479,48312,48167
122297,415,千葉県,袖ケ浦市,66022,33486,32536
122301,410,千葉県,八街市,67006,34403,32603
122319,256,千葉県,印西市,111274,55241,56033
122327,429,千葉県,白井市,62603,31207,31396
122335,521,千葉県,富里市,49668,25315,24353
122343,680,千葉県,南房総市,34815,16701,18114
122351,687,千葉県,匝瑳市,33797,16818,16979
122360,393,千葉県,香取市,70791,35243,35548
122378,540,千葉県,山武市,48369,24492,23877
122386,673,千葉県,いすみ市,35289,17409,17880
122394,543,千葉県,大網白里市,48180,23817,24363
123226,914,千葉県,印旛郡酒々井町,20207,10013,10194
123293,920,千葉県,印旛郡栄町,19842,9758,10084
123421,1413,千葉県,香取郡神崎町,5679,2884,2795
123471,1089,千葉県,香取郡多古町,13588,6952,6636
123498,1109,千葉県,香取郡東庄町,12906,6520,6386
124036,1061,千葉県,山武郡九十九里町,14333,7134,7199
124095,1339,千葉県,山武郡芝山町,6776,3450,3326
124109,880,千葉県,山武郡横芝光町,22378,11081,11297
124214,1129,千葉県,長生郡一宮町,12284,6072,6212
124222,1346,千葉県,長生郡睦沢町,6614,3253,3361
124231,1091,千葉県,長生郡長生村,13515,6691,6824
124249,1185,千葉県,長生郡白子町,10565,5316,5249
124265,1367,千葉県,長生郡長柄町,6316,3193,3123
124273,1315,千葉県,長生郡長南町,7243,3608,3635
124419,1270,千葉県,夷隅郡大多喜町,8164,4028,4136
124435,1324,千葉県,夷隅郡御宿町,7000,3358,3642
124630,1336,千葉県,安房郡鋸南町,6849,3326,3523
131016,404,東京都,千代田区,68755,34412,34343
131024,152,東京都,中央区,176835,84212,92623
131032,96,東京都,港区,266306,125353,140953
131041,69,東京都,新宿区,349226,175428,173798
131059,115,東京都,文京区,232177,110561,121616
131067,126,東京都,台東区,212388,108097,104291
131075,88,東京都,墨田区,284555,140148,144407
131083,32,東京都,江東区,539108,264566,274542
131091,51,東京都,品川区,408280,199866,208414
131105,90,東京都,目黒区,279520,131816,147704
131113,19,東京都,大田区,733634,364637,368997
131121,14,東京都,世田谷区,918141,434591,483550
131130,117,東京都,渋谷区,230609,110568,120041
131148,74,東京都,中野区,337377,170371,167006
131156,30,東京都,杉並区,572843,275440,297403
131164,86,東京都,豊島区,291650,146383,145267
131172,65,東京都,北区,357701,177688,180013
131181,124,東京都,荒川区,219268,108991,110277
131199,29,東京都,板橋区,572927,280059,292868
131202,18,東京都,練馬区,741540,358739,382801
131211,23,東京都,足立区,693223,346947,346276
131229,42,東京都,葛飾区,467000,232534,234466
131237,24,東京都,江戸川区,689961,347127,342834
132012,31,東京都,八王子市,560692,280146,280546
132021,146,東京都,立川市,185825,91979,93846
132039,184,東京都,武蔵野市,147809,70765,77044
132047,138,東京都,三鷹市,189959,92506,97453
132055,212,東京都,青梅市,129468,65036,64432
132063,98,東京都,府中市,260078,130030,130048
132071,241,東京都,昭島市,114516,56910,57606
132080,111,東京都,調布市,238774,116031,122743
132098,48,東京都,町田市,430380,210105,220275
132101,220,東京都,小金井市,124614,61291,63323
132110,133,東京都,小平市,196913,96365,100548
132128,143,東京都,日野市,187494,93731,93763
132136,179,東京都,東村山市,151751,73834,77917
132144,213,東京都,国分寺市,128762,63157,65605
132152,360,東京都,国立市,75889,36793,39096
132187,476,東京都,福生市,56512,28369,28143
132195,337,東京都,狛江市,82102,39623,42479
132209,322,東京都,東大和市,85085,41786,43299
132217,368,東京都,清瀬市,74596,35904,38692
132225,233,東京都,東久留米市,116512,56487,60025
132233,391,東京都,武蔵村山市,71018,35225,35793
132241,185,東京都,多摩市,147776,72350,75426
132250,300,東京都,稲城市,93781,46910,46871
132276,488,東京都,羽村市,54416,27558,26858
132284,343,東京都,あきる野市,79513,39584,39929
132292,129,東京都,西東京市,205899,99968,105931
133035,717,東京都,西多摩郡瑞穂町,32062,16278,15784
133051,1002,東京都,西多摩郡日の出町,16300,8036,8264
133078,1648,東京都,西多摩郡檜原村,1986,987,999
133086,1474,東京都,西多摩郡奥多摩町,4603,2287,2316
133604,857,東京都,島しょ,23793,12353,11440
133612,1327,東京都,大島町,6982,3635,3347
133621,1739,東京都,利島村,314,170,144
133639,1617,東京都,新島村,2453,1195,1258
133647,1657,東京都,神津島村,1775,911,864
133817,1632,東京都,三宅村,2254,1247,1007
133825,1741,東京都,御蔵島村,291,157,134
134015,1329,東京都,八丈町,6968,3496,3472
134023,1742,東京都,青ヶ島村,156,88,68
134210,1604,東京都,小笠原村,2600,1454,1146
141003,1,神奈川県,横浜市,3752969,1857671,1895298
141305,6,神奈川県,川崎市,1529136,772767,756369
141500,21,神奈川県,相模原市,717861,359629,358232
142018,59,神奈川県,横須賀市,383488,190852,192636
142034,101,神奈川県,平塚市,256856,128093,128763
142042,153,神奈川県,鎌倉市,175625,83114,92511
142051,45,神奈川県,藤沢市,445172,220302,224870
142069,144,神奈川県,小田原市,187040,91215,95825
142077,106,神奈川県,茅ヶ崎市,247785,120542,127243
142085,459,神奈川県,逗子市,58510,27478,31032
142107,621,神奈川県,三浦市,40578,19692,20886
142115,168,神奈川県,秦野市,159257,79907,79350
142123,122,神奈川県,厚木市,223940,115579,108361
142131,109,神奈川県,大和市,245038,122306,122732
142140,280,神奈川県,伊勢原市,100156,50911,49245
142158,200,神奈川県,海老名市,139604,70224,69380
142166,210,神奈川県,座間市,131356,65819,65537
142174,620,神奈川県,南足柄市,40666,19965,20701
142182,326,神奈川県,綾瀬市,84100,42844,41256
143014,713,神奈川県,三浦郡葉山町,32272,15281,16991
143219,531,神奈川県,高座郡寒川町,49135,25001,24134
143413,719,神奈川県,中郡大磯町,32054,15678,16376
143421,793,神奈川県,中郡二宮町,27752,13411,14341
143618,1242,神奈川県,足柄上郡中井町,8932,4491,4441
143626,974,神奈川県,足柄上郡大井町,17473,8643,8830
143634,1186,神奈川県,足柄上郡松田町,10487,5183,5304
143642,1225,神奈川県,足柄上郡山北町,9435,4631,4804
143669,947,神奈川県,足柄上郡開成町,18649,9121,9528
143821,1170,神奈川県,足柄下郡箱根町,10907,5207,5700
143839,1342,神奈川県,足柄下郡真鶴町,6710,3127,3583
143847,863,神奈川県,足柄下郡湯河原町,23483,11064,12419
144011,631,神奈川県,愛甲郡愛川町,39498,20635,18863
144029,1592,神奈川県,愛甲郡清川村,2764,1413,1351
151009,17,新潟県,新潟市,767565,369463,398102
152021,100,新潟県,長岡市,258205,126510,131695
152048,304,新潟県,三条市,92359,45069,47290
152056,350,新潟県,柏崎市,77493,38274,39219
152064,303,新潟県,新発田市,92855,45302,47553
152081,694,新潟県,小千谷市,33186,16381,16805
152099,844,新潟県,加茂市,24569,11996,12573
152102,544,新潟県,十日町市,48128,23600,24528
152111,636,新潟県,見附市,38584,18847,19737
152129,486,新潟県,村上市,54765,26342,28423
152137,354,新潟県,燕市,76712,37559,39153
152161,634,新潟県,糸魚川市,38859,19023,19836
152170,758,新潟県,妙高市,29885,14605,15280
152188,564,新潟県,五泉市,46523,22459,24064
152226,148,新潟県,上越市,182911,89894,93017
152234,624,新潟県,阿賀野市,39873,19380,20493
152242,526,新潟県,佐渡市,49336,24040,25296
152251,696,新潟県,魚沼市,33149,16223,16926
152269,499,新潟県,南魚沼市,53320,26097,27223
152277,801,新潟県,胎内市,27284,13442,13842
153079,1074,新潟県,北蒲原郡聖籠町,14055,7043,7012
153427,1297,新潟県,西蒲原郡弥彦村,7591,3670,3921
153613,1179,新潟県,南蒲原郡田上町,10815,5213,5602
153851,1227,新潟県,東蒲原郡阿賀町,9416,4595,4821
154059,1513,新潟県,三島郡出雲崎町,3996,1923,2073
154610,1272,新潟県,南魚沼郡湯沢町,8122,4184,3938
154822,1252,新潟県,中魚沼郡津南町,8672,4211,4461
155047,1492,新潟県,刈羽郡刈羽村,4286,2168,2118
155811,1449,新潟県,岩船郡関川村,4835,2340,2495
155861,1738,新潟県,岩船郡粟島浦村,323,159,164
162019,53,富山県,富山市,406483,198368,208115
162027,164,富山県,高岡市,164053,79660,84393
162043,633,富山県,魚津市,39274,19238,20036
162051,594,富山県,氷見市,43205,20760,22445
162060,710,富山県,滑川市,32728,16082,16646
162078,628,富山県,黒部市,39697,19591,20106
162086,554,富山県,砺波市,47024,22939,24085
162094,778,富山県,小矢部市,28356,13916,14440
162108,556,富山県,南砺市,46949,22597,24352
162116,309,富山県,射水市,90997,44598,46399
163210,1548,富山県,中新川郡舟橋村,3299,1644,1655
163228,935,富山県,中新川郡上市町,19027,9141,9886
163236,845,富山県,中新川郡立山町,24567,11874,12693
163422,874,富山県,下新川郡入善町,22629,10939,11690
163431,1180,富山県,下新川郡朝日町,10716,5069,5647
172014,46,石川県,金沢市,444996,214606,230390
172022,542,石川県,七尾市,48268,23040,25228
172031,270,石川県,小松市,106104,52310,53794
172049,868,石川県,輪島市,23119,10924,12195
172057,1122,石川県,珠洲市,12574,5851,6723
172065,430,石川県,加賀市,62545,29829,32716
172073,919,石川県,羽咋市,19863,9422,10441
172090,661,石川県,かほく市,36024,17555,18469
172103,250,石川県,白山市,112652,55135,57517
172111,519,石川県,能美市,49697,24677,25020
172120,493,石川県,野々市市,54163,27336,26827
173240,1386,石川県,能美郡川北町,6099,3044,3055
173614,649,石川県,河北郡津幡町,37457,18385,19072
173657,820,石川県,河北郡内灘町,26030,12604,13426
173843,956,石川県,羽咋郡志賀町,18263,8745,9518
173860,1133,石川県,羽咋郡宝達志水町,12017,5771,6246
174076,989,石川県,鹿島郡中能登町,16821,8206,8615
174611,1306,石川県,鳳珠郡穴水町,7347,3537,3810
174637,1033,石川県,鳳珠郡能登町,15187,7239,7948
182010,102,福井県,福井市,255949,124232,131717
182028,425,福井県,敦賀市,62942,31055,31887
182044,787,福井県,小浜市,27974,13796,14178
182052,749,福井県,大野市,30451,14573,15878
182061,896,福井県,勝山市,21483,10265,11218
182079,407,福井県,鯖江市,68402,33440,34962
182087,811,福井県,あわら市,26537,12657,13880
182095,340,福井県,越前市,79907,39428,40479
182109,310,福井県,坂井市,88986,43360,45626
183229,964,福井県,吉田郡永平寺町,17900,8715,9185
183822,1634,福井県,今立郡池田町,2238,1079,1159
184047,1222,福井県,南条郡南越前町,9611,4653,4958
184233,916,福井県,丹生郡越前町,20100,9821,10279
184420,1246,福井県,三方郡美浜町,8842,4342,4500
184811,1219,福井県,大飯郡高浜町,9686,4863,4823
184837,1291,福井県,大飯郡おおい町,7757,3845,3912
185019,1088,福井県,三方上中郡若狭町,13625,6623,7002
192015,147,山梨県,甲府市,184827,89890,94937
192023,560,山梨県,富士吉田市,46770,22985,23785
192040,774,山梨県,都留市,28798,14045,14753
192058,697,山梨県,山梨市,33114,15921,17193
192066,888,山梨県,大月市,21742,10744,10998
192074,784,山梨県,韮崎市,28089,14089,14000
192082,389,山梨県,南アルプス市,71660,35579,36081
192091,569,山梨県,北杜市,45533,22308,23225
192104,357,山梨県,甲斐市,76514,37852,38662
192112,409,山梨県,笛吹市,67271,32793,34478
192121,891,山梨県,上野原市,21637,10854,10783
192139,762,山梨県,甲州市,29600,14337,15263
192147,745,山梨県,中央市,30657,15189,15468
193461,1047,山梨県,西八代郡市川三郷町,14693,7166,7527
193640,1712,山梨県,南巨摩郡早川町,884,445,439
193658,1208,山梨県,南巨摩郡身延町,10051,4922,5129
193666,1333,山梨県,南巨摩郡南部町,6920,3431,3489
193682,1072,山梨県,南巨摩郡富士川町,14127,6899,7228
193844,901,山梨県,中巨摩郡昭和町,21213,10627,10586
194221,1671,山梨県,南都留郡道志村,1545,779,766
194239,1509,山梨県,南都留郡西桂町,4001,1941,2060
194247,1216,山梨県,南都留郡忍野村,9758,5310,4448
194255,1409,山梨県,南都留郡山中湖村,5768,2914,2854
194298,1561,山梨県,南都留郡鳴沢村,3079,1557,1522
194301,803,山梨県,南都留郡富士河口湖町,26965,13277,13688
194425,1724,山梨県,北都留郡小菅村,639,327,312
194433,1729,山梨県,北都留郡丹波山村,514,271,243
202011,64,長野県,長野市,365572,177579,187993
202029,114,長野県,松本市,235475,115517,119958
202037,178,長野県,上田市,152484,74840,77644
202045,553,長野県,岡谷市,47038,22959,24079
202053,293,長野県,飯田市,96197,46545,49652
202061,545,長野県,諏訪市,48008,23672,24336
202070,524,長野県,須坂市,49582,24107,25475
202088,611,長野県,小諸市,41521,20382,21139
202096,421,長野県,伊那市,65357,32017,33340
202100,729,長野県,駒ヶ根市,31664,15689,15975
202118,603,長野県,中野市,42586,20767,21819
202126,829,長野県,大町市,25684,12505,13179
202134,931,長野県,飯山市,19214,9378,9836
202142,492,長野県,茅野市,54279,27130,27149
202151,418,長野県,塩尻市,65623,32858,32765
202177,288,長野県,佐久市,97676,48056,49620
202185,454,長野県,千曲市,59179,28857,30322
202193,768,長野県,東御市,29256,14554,14702
202207,292,長野県,安曇野市,96249,46769,49480
203033,1495,長野県,南佐久郡小海町,4247,2094,2153
203041,1524,長野県,南佐久郡川上村,3741,2027,1714
203050,1567,長野県,南佐久郡南牧村,3017,1567,1450
203068,1710,長野県,南佐久郡南相木村,931,452,479
203076,1722,長野県,南佐久郡北相木村,659,327,332
203092,1193,長野県,南佐久郡佐久穂町,10298,5035,5263
203211,893,長野県,北佐久郡軽井沢町,21599,10316,11283
203238,994,長野県,北佐久郡御代田町,16551,8194,8357
203246,1341,長野県,北佐久郡立科町,6724,3357,3367
203491,1501,長野県,小県郡青木村,4151,2036,2115
203505,1414,長野県,小県郡長和町,5605,2784,2821
203611,942,長野県,諏訪郡下諏訪町,18823,9080,9743
203629,1068,長野県,諏訪郡富士見町,14209,6979,7230
203637,1275,長野県,諏訪郡原村,8093,3962,4131
203823,955,長野県,上伊那郡辰野町,18289,8923,9366
203831,848,長野県,上伊那郡箕輪町,24463,12307,12156
203840,1241,長野県,上伊那郡飯島町,8955,4381,4574
203858,1006,長野県,上伊那郡南箕輪村,16109,8012,8097
203866,1467,長野県,上伊那郡中川村,4664,2238,2426
203882,1248,長野県,上伊那郡宮田村,8794,4315,4479
204021,1121,長野県,下伊那郡松川町,12659,6180,6479
204030,1115,長野県,下伊那郡高森町,12770,6254,6516
204048,1505,長野県,下伊那郡阿南町,4078,1987,2091
204072,1395,長野県,下伊那郡阿智村,5989,2934,3055
204099,1734,長野県,下伊那郡平谷村,375,182,193
204102,1715,長野県,下伊那郡根羽村,825,418,407
204111,1542,長野県,下伊那郡下條村,3479,1686,1793
204129,1731,長野県,下伊那郡売木村,473,223,250
204137,1702,長野県,下伊那郡天龍村,1088,512,576
204145,1676,長野県,下伊那郡泰阜村,1479,691,788
204153,1396,長野県,下伊那郡喬木村,5972,2947,3025
204161,1350,長野県,下伊那郡豊丘村,6570,3273,3297
204170,1711,長野県,下伊那郡大鹿村,887,432,455
204226,1508,長野県,木曽郡上松町,4001,1965,2036
204234,1523,長野県,木曽郡南木曽町,3765,1813,1952
204251,1605,長野県,木曽郡木祖村,2579,1206,1373
204293,1723,長野県,木曽郡王滝村,657,308,349
204307,1547,長野県,木曽郡大桑村,3322,1617,1705
204323,1209,長野県,木曽郡木曽町,10031,4829,5202
204463,1614,長野県,東筑摩郡麻績村,2471,1203,1268
204480,1663,長野県,東筑摩郡生坂村,1650,828,822
204501,1256,長野県,東筑摩郡山形村,8526,4216,4310
204510,1488,長野県,東筑摩郡朝日村,4317,2123,2194
204528,1506,長野県,東筑摩郡筑北村,4044,2017,2027
204811,1232,長野県,北安曇郡池田町,9239,4468,4771
204820,1224,長野県,北安曇郡松川村,9586,4649,4937
204854,1234,長野県,北安曇郡白馬村,9159,4653,4506
204862,1596,長野県,北安曇郡小谷村,2726,1410,1316
205214,1070,長野県,埴科郡坂城町,14132,7031,7101
205419,1164,長野県,上高井郡小布施町,10993,5282,5711
205435,1353,長野県,上高井郡高山村,6525,3258,3267
205613,1151,長野県,下高井郡山ノ内町,11398,5569,5829
205621,1487,長野県,下高井郡木島平村,4364,2151,2213
205630,1537,長野県,下高井郡野沢温泉村,3524,1714,1810
205834,1294,長野県,上水内郡信濃町,7698,3824,3874
205885,1631,長野県,上水内郡小川村,2263,1120,1143
205907,1189,長野県,上水内郡飯綱町,10364,5090,5274
206024,1668,長野県,下水内郡栄村,1591,754,837
212016,54,岐阜県,岐阜市,400937,191526,209411
212024,170,岐阜県,大垣市,158049,77247,80802
212032,330,岐阜県,高山市,83281,39814,43467
212041,268,岐阜県,多治見市,106181,51705,54476
212059,323,岐阜県,関市,84825,41599,43226
212067,369,岐阜県,中津川市,74532,36633,37899
212075,928,岐阜県,美濃市,19279,9311,9968
212083,667,岐阜県,瑞浪市,35731,17450,18281
212091,413,岐阜県,羽島市,66775,32939,33836
212105,557,岐阜県,恵那市,46868,22878,23990
212113,467,岐阜県,美濃加茂市,57540,28553,28987
212121,482,岐阜県,土岐市,54990,26756,28234
212130,188,岐阜県,各務原市,144940,71661,73279
212148,279,岐阜県,可児市,100207,49603,50604
212156,835,岐阜県,山県市,25233,12322,12911
212164,478,岐阜県,瑞穂市,56329,28096,28233
212172,882,岐阜県,飛騨市,22106,10719,11387
212181,698,岐阜県,本巣市,33109,16176,16933
212199,637,岐阜県,郡上市,38450,18839,19611
212202,763,岐阜県,下呂市,29495,14104,15391
212211,715,岐阜県,海津市,32084,15905,16179
213021,817,岐阜県,羽島郡岐南町,26227,13068,13159
213039,885,岐阜県,羽島郡笠松町,21816,10517,11299
213411,813,岐阜県,養老郡養老町,26397,13059,13338
213616,819,岐阜県,不破郡垂井町,26058,12890,13168
213624,1371,岐阜県,不破郡関ケ原町,6287,3046,3241
213811,952,岐阜県,安八郡神戸町,18409,8984,9425
213829,1231,岐阜県,安八郡輪之内町,9267,4640,4627
213837,1056,岐阜県,安八郡安八町,14465,7155,7310
214019,933,岐阜県,揖斐郡揖斐川町,19062,9239,9823
214035,886,岐阜県,揖斐郡大野町,21798,10760,11038
214043,873,岐阜県,揖斐郡池田町,22714,11194,11520
214213,945,岐阜県,本巣郡北方町,18697,8938,9759
215015,1268,岐阜県,加茂郡坂祝町,8213,4270,3943
215023,1405,岐阜県,加茂郡富加町,5847,2880,2967
215031,1214,岐阜県,加茂郡川辺町,9843,4858,4985
215040,1550,岐阜県,加茂郡七宗町,3290,1547,1743
215058,1203,岐阜県,加茂郡八百津町,10092,4898,5194
215066,1317,岐阜県,加茂郡白川町,7194,3383,3811
215074,1646,岐阜県,加茂郡東白川村,2072,980,1092
215210,969,岐阜県,可児郡御嵩町,17682,8864,8818
216046,1675,岐阜県,大野郡白川村,1491,736,755
221007,25,静岡県,静岡市,677736,330038,347698
221309,16,静岡県,浜松市,788985,393379,395606
222038,141,静岡県,沼津市,187826,92706,95120
222054,686,静岡県,熱海市,33934,15425,18509
222062,269,静岡県,三島市,106176,51923,54253
222071,215,静岡県,富士宮市,128169,63613,64556
222089,419,静岡県,伊東市,65433,31027,34406
222097,295,静岡県,島田市,95698,46907,48791
222101,105,静岡県,富士市,247887,122996,124891
222119,162,静岡県,磐田市,166684,84310,82374
222127,204,静岡県,焼津市,136343,67293,69050
222135,240,静岡県,掛川市,115419,58147,57272
222143,197,静岡県,藤枝市,140979,68953,72026
222151,325,静岡県,御殿場市,84240,43038,41202
222160,313,静岡県,袋井市,88429,44959,43470
222194,924,静岡県,下田市,19710,9550,10160
222208,530,静岡県,裾野市,49225,24777,24448
222216,462,静岡県,湖西市,58079,29923,28156
222224,780,静岡県,伊豆市,28271,13617,14654
222232,754,静岡県,御前崎市,30288,15411,14877
222241,548,静岡県,菊川市,47541,24060,23481
222259,561,静岡県,伊豆の国市,46664,22589,24075
222267,596,静岡県,牧之原市,43067,21406,21661
223018,1153,静岡県,賀茂郡東伊豆町,11305,5451,5854
223026,1351,静岡県,賀茂郡河津町,6552,3171,3381
223042,1300,静岡県,賀茂郡南伊豆町,7505,3622,3883
223051,1408,静岡県,賀茂郡松崎町,5824,2757,3067
223069,1337,静岡県,賀茂郡西伊豆町,6842,3266,3576
223255,657,静岡県,田方郡函南町,36650,18022,18628
223417,724,静岡県,駿東郡清水町,31823,15519,16304
223425,591,静岡県,駿東郡長泉町,43528,21466,22062
223441,977,静岡県,駿東郡小山町,17263,8774,8489
224243,769,静岡県,榛原郡吉田町,29255,14660,14595
224294,1403,静岡県,榛原郡川根本町,5907,2881,3026
224618,980,静岡県,周智郡森町,17232,8630,8602
231002,3,愛知県,名古屋市,2297745,1134172,1163573
232017,62,愛知県,豊橋市,368686,184910,183776
232025,58,愛知県,岡崎市,383915,194601,189314
232033,61,愛知県,一宮市,378496,184763,193733
232041,216,愛知県,瀬戸市,127411,62714,64697
232050,230,愛知県,半田市,117207,59265,57942
232068,81,愛知県,春日井市,307473,152474,154999
232076,145,愛知県,豊川市,186376,92995,93381
232084,446,愛知県,津島市,60129,29654,30475
232092,384,愛知県,碧南市,72534,37264,35270
232106,177,愛知県,刈谷市,152948,79945,73003
232114,50,愛知県,豊田市,416383,216647,199736
232122,139,愛知県,安城市,188418,96402,92016
232131,158,愛知県,西尾市,170258,86313,83945
232149,349,愛知県,蒲郡市,78140,38587,39553
232157,386,愛知県,犬山市,72005,35729,36276
232165,458,愛知県,常滑市,58621,29041,29580
232173,285,愛知県,江南市,98729,48450,50279
232190,182,愛知県,小牧市,149715,75545,74170
232203,208,愛知県,稲沢市,133592,66167,67425
232211,595,愛知県,新城市,43122,21522,21600
232220,247,愛知県,東海市,113354,58956,54398
232238,302,愛知県,大府市,93016,47264,45752
232246,329,愛知県,知多市,83610,42137,41473
232254,385,愛知県,知立市,72214,38020,34194
232262,328,愛知県,尾張旭市,83947,41084,42863
232271,528,愛知県,高浜市,49249,25740,23509
232289,546,愛知県,岩倉市,47839,23910,23929
232297,408,愛知県,豊明市,68038,34533,33505
232301,298,愛知県,日進市,94033,46789,47244
232319,455,愛知県,田原市,58855,29936,28919
232327,441,愛知県,愛西市,61128,29928,31200
232335,401,愛知県,清須市,68891,34628,34263
232343,319,愛知県,北名古屋市,86168,43128,43040
232351,588,愛知県,弥富市,43722,21918,21804
232360,436,愛知県,みよし市,61427,31468,29959
232378,311,愛知県,あま市,88756,44122,44634
232386,443,愛知県,長久手市,61113,30254,30859
233021,585,愛知県,愛知郡東郷町,43973,22099,21874
233421,1009,愛知県,西春日井郡豊山町,15917,8168,7749
233617,851,愛知県,丹羽郡大口町,24212,12269,11943
233625,675,愛知県,丹羽郡扶桑町,35104,17473,17631
234249,691,愛知県,海部郡大治町,33567,17012,16555
234257,654,愛知県,海部郡蟹江町,37098,18394,18704
234273,1462,愛知県,海部郡飛島村,4711,2413,2298
234419,779,愛知県,知多郡阿久比町,28318,14033,14285
234427,516,愛知県,知多郡東浦町,50204,25165,25039
234451,1008,愛知県,知多郡南知多町,16017,7879,8138
234460,908,愛知県,知多郡美浜町,20903,10346,10557
234478,593,愛知県,知多郡武豊町,43374,21887,21487
