コード,ランキング,都道府県,市区町村,人口,男,女
082287,505,茨城県,坂東市,"52,346","27,130","25,216"
082295,648,茨城県,稲敷市,"37,692","19,066","18,626"
082309,623,茨城県,かすみがうら市,"40,369","20,622","19,747"
082317,642,茨城県,桜川市,"38,250","19,121","19,129"
082325,297,茨城県,神栖市,"94,295","48,625","45,670"
082333,718,茨城県,行方市,"32,055","16,218","15,837"
082341,555,茨城県,鉾田市,"47,018","24,474","22,544"
082350,498,茨城県,つくばみらい市,"53,446","26,844","26,602"
082368,536,茨城県,小美玉市,"48,797","24,666","24,131"
083020,743,茨城県,東茨城郡茨城町,"30,784","15,463","15,321"
083097,1014,茨城県,東茨城郡大洗町,"15,717","7,808","7,909"
083101,958,茨城県,東茨城郡城里町,"18,079","9,025","9,054"
083411,640,茨城県,那珂郡東海村,"38,297","19,447","18,850"
083640,1042,茨城県,久慈郡大子町,"14,952","7,411","7,541"
084425,1058,茨城県,稲敷郡美浦村,"14,365","7,402","6,963"
084433,525,茨城県,稲敷郡阿見町,"49,489","24,692","24,797"
084476,1286,茨城県,稲敷郡河内町,"7,953","3,947","4,006"
085219,905,茨城県,結城郡八千代町,"21,090","11,088","10,002"
085421,1278,茨城県,猿島郡五霞町,"8,063","4,117","3,946"
085464,843,茨城県,猿島郡境町,"24,637","12,646","11,991"
085642,1024,茨城県,北相馬郡利根町,"15,427","7,621","7,806"
092011,34,栃木県,宇都宮市,"515,831","258,149","257,682"
092029,196,栃木県,足利市,"141,021","69,619","71,402"
092037,174,栃木県,栃木市,"154,371","77,216","77,155"
092045,243,栃木県,佐野市,"114,146","56,762","57,384"
092053,299,栃木県,鹿沼市,"93,807","46,715","47,092"
092061,358,栃木県,日光市,"76,413","37,377","39,036"
092088,160,栃木県,小山市,"166,975","84,835","82,140"
092096,344,栃木県,真岡市,"79,002","40,016","38,986"
092100,402,栃木県,大田原市,"68,873","34,237","34,636"
092118,747,栃木県,矢板市,"30,577","15,211","15,366"
092134,235,栃木県,那須塩原市,"116,133","57,973","58,160"
092142,587,栃木県,さくら市,"43,802","22,084","21,718"
092151,852,栃木県,那須烏山市,"24,035","12,021","12,014"
092169,448,栃木県,下野市,"59,880","29,761","30,119"
093017,737,栃木県,河内郡上三川町,"31,012","15,978","15,034"
093424,892,栃木県,芳賀郡益子町,"21,616","10,798","10,818"
093432,1141,栃木県,芳賀郡茂木町,"11,703","5,834","5,869"
093441,1155,栃木県,芳賀郡市貝町,"11,277","5,768","5,509"
093459,1021,栃木県,芳賀郡芳賀町,"15,505","7,890","7,615"
093611,638,栃木県,下都賀郡壬生町,"38,359","18,994","19,365"
093645,837,栃木県,下都賀郡野木町,"25,006","12,508","12,498"
093840,1204,栃木県,塩谷郡塩谷町,"10,069","5,026","5,043"
093866,773,栃木県,塩谷郡高根沢町,"28,803","15,111","13,692"
094072,854,栃木県,那須郡那須町,"24,011","11,967","12,044"
094111,1053,栃木県,那須郡那珂川町,"14,560","7,376","7,184"
102016,75,群馬県,前橋市,"329,860","161,386","168,474"
102024,63,群馬県,高崎市,"367,861","180,725","187,136"
102032,275,群馬県,桐生市,"102,988","49,728","53,260"
102041,127,群馬県,伊勢崎市,"212,237","106,736","105,501"
102059,123,群馬県,太田市,"222,518","113,878","108,640"
102067,579,群馬県,沼田市,"44,361","21,705","22,656"
102075,372,群馬県,館林市,"74,084","37,147","36,937"
102083,381,群馬県,渋川市,"73,068","35,763","37,305"
102091,433,群馬県,藤岡市,"62,261","30,528","31,733"
102105,567,群馬県,富岡市,"45,862","22,696","23,166"
102113,487,群馬県,安中市,"54,643","26,982","27,661"
102121,534,群馬県,みどり市,"48,921","24,209","24,712"
103446,1048,群馬県,北群馬郡榛東村,"14,648","7,507","7,141"
103454,876,群馬県,北群馬郡吉岡町,"22,563","11,111","11,452"
103667,1705,群馬県,多野郡上野村,"1,039",528,511
103675,1670,群馬県,多野郡神流町,"1,564",749,815
103829,1368,群馬県,甘楽郡下仁田町,"6,316","3,099","3,217"
103837,1673,群馬県,甘楽郡南牧村,"1,504",718,786
103845,1124,群馬県,甘楽郡甘楽町,"12,494","6,200","6,294"
104213,1051,群馬県,吾妻郡中之条町,"14,576","7,139","7,437"
104248,1433,群馬県,吾妻郡長野原町,"5,240","2,647","2,593"
104256,1236,群馬県,吾妻郡嬬恋村,"9,117","4,637","4,480"
104264,1389,群馬県,吾妻郡草津町,"6,031","3,068","2,963"
104281,1551,群馬県,吾妻郡高山村,"3,268","1,616","1,652"
104299,1128,群馬県,吾妻郡東吾妻町,"12,339","6,080","6,259"
104434,1510,群馬県,利根郡片品村,"3,999","1,991","2,008"
104442,1562,群馬県,利根郡川場村,"3,066","1,465","1,601"
104485,1328,群馬県,利根郡昭和村,"6,979","3,523","3,456"
104493,976,群馬県,利根郡みなかみ町,"17,293","8,474","8,819"
104647,666,群馬県,佐波郡玉村町,"35,732","17,773","17,959"
105210,1084,群馬県,邑楽郡板倉町,"13,747","6,910","6,837"
105228,1176,群馬県,邑楽郡明和町,"10,836","5,436","5,400"
105236,1168,群馬県,邑楽郡千代田町,"10,941","5,559","5,382"
105244,612,群馬県,邑楽郡大泉町,"41,465","21,638","19,827"
105252,824,群馬県,邑楽郡邑楽町,"25,811","13,133","12,678"
111007,9,埼玉県,さいたま市,"1,345,012","666,409","678,603"
112011,67,埼玉県,川越市,"352,717","175,614","177,103"
112020,136,埼玉県,熊谷市,"192,074","96,157","95,917"
112038,27,埼玉県,川口市,"606,315","306,883","299,432"
112062,347,埼玉県,行田市,"78,416","38,840","39,576"
112071,461,埼玉県,秩父市,"58,223","28,507","29,716"
112089,72,埼玉県,所沢市,"343,529","169,449","174,080"
112097,346,埼玉県,飯能市,"78,472","39,212","39,260"
112101,253,埼玉県,加須市,"112,163","56,474","55,689"
112119,351,埼玉県,本庄市,"77,285","38,645","38,640"
112127,307,埼玉県,東松山市,"91,094","45,762","45,332"
112143,116,埼玉県,春日部市,"230,687","114,099","116,588"
112151,183,埼玉県,狭山市,"148,872","74,296","74,576"
112160,496,埼玉県,羽生市,"53,855","27,071","26,784"
112178,228,埼玉県,鴻巣市,"117,582","58,212","59,370"
112186,194,埼玉県,深谷市,"141,419","70,624","70,795"
112194,118,埼玉県,上尾市,"230,167","113,765","116,402"
112216,104,埼玉県,草加市,"251,219","126,619","124,600"
112224,73,埼玉県,越谷市,"343,062","169,773","173,289"
112232,362,埼玉県,蕨市,"75,646","38,331","37,315"
112241,191,埼玉県,戸田市,"142,163","72,126","70,037"
112259,189,埼玉県,入間市,"144,723","71,436","73,287"
112275,187,埼玉県,朝霞市,"144,964","72,997","71,967"
112283,359,埼玉県,志木市,"76,312","37,759","38,553"
112291,324,埼玉県,和光市,"84,728","43,484","41,244"
112305,163,埼玉県,新座市,"166,036","82,635","83,401"
112313,371,埼玉県,桶川市,"74,448","36,784","37,664"
112321,180,埼玉県,久喜市,"150,913","75,084","75,829"
112330,420,埼玉県,北本市,"65,403","32,259","33,144"
112348,301,埼玉県,八潮市,"93,065","48,297","44,768"
112356,248,埼玉県,富士見市,"113,145","55,530","57,615"
112372,192,埼玉県,三郷市,"141,942","71,576","70,366"
112381,438,埼玉県,蓮田市,"61,337","30,398","30,939"
112399,282,埼玉県,坂戸市,"99,527","49,652","49,875"
112402,532,埼玉県,幸手市,"49,063","24,668","24,395"
112411,397,埼玉県,鶴ヶ島市,"70,063","34,732","35,331"
112429,489,埼玉県,日高市,"54,396","27,032","27,364"
112437,382,埼玉県,吉川市,"72,678","36,263","36,415"
112453,242,埼玉県,ふじみ野市,"114,363","56,471","57,892"
112461,502,埼玉県,白岡市,"52,649","26,141","26,508"
113018,573,埼玉県,北足立郡伊奈町,"45,045","22,740","22,305"
113247,650,埼玉県,入間郡三芳町,"37,453","18,588","18,865"
113263,712,埼玉県,入間郡毛呂山町,"32,365","16,128","16,237"
113271,1175,埼玉県,入間郡越生町,"10,863","5,414","5,449"
113417,923,埼玉県,比企郡滑川町,"19,745","10,077","9,668"
113425,973,埼玉県,比企郡嵐山町,"17,516","8,706","8,810"
113433,790,埼玉県,比企郡小川町,"27,886","13,904","13,982"
113468,939,埼玉県,比企郡川島町,"18,874","9,662","9,212"
113476,965,埼玉県,比企郡吉見町,"17,859","9,016","8,843"
113484,1106,埼玉県,比企郡鳩山町,"12,967","6,354","6,613"
113492,1187,埼玉県,比企郡ときがわ町,"10,414","5,290","5,124"
113611,1292,埼玉県,秩父郡横瀬町,"7,748","3,821","3,927"
113620,1239,埼玉県,秩父郡皆野町,"9,050","4,530","4,520"
113638,1354,埼玉県,秩父郡長瀞町,"6,516","3,207","3,309"
113654,1191,埼玉県,秩父郡小鹿野町,"10,316","5,139","5,177"
113697,1612,埼玉県,秩父郡東秩父村,"2,473","1,241","1,232"
113816,1178,埼玉県,児玉郡美里町,"10,819","5,485","5,334"
113832,1110,埼玉県,児玉郡神川町,"12,888","6,600","6,288"
113859,748,埼玉県,児玉郡上里町,"30,549","15,269","15,280"
114081,720,埼玉県,大里郡寄居町,"32,041","15,963","16,078"
114421,692,埼玉県,南埼玉郡宮代町,"33,371","16,695","16,676"
114642,584,埼玉県,北葛飾郡杉戸町,"44,014","21,995","22,019"
114651,782,埼玉県,北葛飾郡松伏町,"28,140","14,199","13,941"
121002,12,千葉県,千葉市,"978,899","486,126","492,773"
122025,481,千葉県,銚子市,"55,016","26,845","28,171"
122033,37,千葉県,市川市,"492,895","249,044","243,851"
122041,26,千葉県,船橋市,"648,331","322,387","325,944"
122050,583,千葉県,館山市,"44,160","21,381","22,779"
122068,203,千葉県,木更津市,"136,611","68,971","67,640"
122076,36,千葉県,松戸市,"498,222","247,223","250,999"
122084,176,千葉県,野田市,"153,815","77,260","76,555"
122106,317,千葉県,茂原市,"86,613","42,830","43,783"
122114,209,千葉県,成田市,"132,023","65,981","66,042"
122122,157,千葉県,佐倉市,"170,406","83,595","86,811"
122131,471,千葉県,東金市,"56,867","28,445","28,422"
122157,426,千葉県,旭市,"62,747","31,070","31,677"
122165,154,千葉県,習志野市,"174,963","86,915","88,048"
122173,47,千葉県,柏市,"435,529","215,150","220,379"
122181,1015,千葉県,勝浦市,"15,663","7,816","7,847"
122190,93,千葉県,市原市,"268,517","138,393","130,124"
122203,128,千葉県,流山市,"210,733","103,794","106,939"
122211,130,千葉県,八千代市,"205,748","101,471","104,277"
122220,211,千葉県,我孫子市,"131,286","64,258","67,028"
122238,742,千葉県,鴨川市,"30,820","14,750","16,070"
122246,260,千葉県,鎌ケ谷市,"109,557","53,879","55,678"
122254,339,千葉県,君津市,"80,395","40,889","39,506"
122262,615,千葉県,富津市,"41,119","20,933","20,186"
122271,156,千葉県,浦安市,"170,671","82,796","87,875"
122289,290,千葉県,四街道市,"96,479","48,312","48,167"
122297,415,千葉県,袖ケ浦市,"66,022","33,486","32,536"
122301,410,千葉県,八街市,"67,006","34,403","32,603"
122319,256,千葉県,印西市,"111,274","55,241","56,033"
122327,429,千葉県,白井市,"62,603","31,207","31,396"
122335,521,千葉県,富里市,"49,668","25,315","24,353"
122343,680,千葉県,南房総市,"34,815","16,701","18,114"
122351,687,千葉県,匝瑳市,"33,797","16,818","16,979"
122360,393,千葉県,香取市,"70,791","35,243","35,548"
122378,540,千葉県,山武市,"48,369","24,492","23,877"
122386,673,千葉県,いすみ市,"35,289","17,409","17,880"
122394,543,千葉県,大網白里市,"48,180","23,817","24,363"
123226,914,千葉県,印旛郡酒々井町,"20,207","10,013","10,194"
123293,920,千葉県,印旛郡栄町,"19,842","9,758","10,084"
123421,1413,千葉県,香取郡神崎町,"5,679","2,884","2,795"
123471,1089,千葉県,香取郡多古町,"13,588","6,952","6,636"
123498,1109,千葉県,香取郡東庄町,"12,906","6,520","6,386"
124036,1061,千葉県,山武郡九十九里町,"14,333","7,134","7,199"
124095,1339,千葉県,山武郡芝山町,"6,776","3,450","3,326"
124109,880,千葉県,山武郡横芝光町,"22,378","11,081","11,297"
124214,1129,千葉県,長生郡一宮町,"12,284","6,072","6,212"
124222,1346,千葉県,長生郡睦沢町,"6,614","3,253","3,361"
124231,1091,千葉県,長生郡長生村,"13,515","6,691","6,824"
124249,1185,千葉県,長生郡白子町,"10,565","5,316","5,249"
124265,1367,千葉県,長生郡長柄町,"6,316","3,193","3,123"
124273,1315,千葉県,長生郡長南町,"7,243","3,608","3,635"
124419,1270,千葉県,夷隅郡大多喜町,"8,164","4,028","4,136"
124435,1324,千葉県,夷隅郡御宿町,"7,000","3,358","3,642"
124630,1336,千葉県,安房郡鋸南町,"6,849","3,326","3,523"
131016,404,東京都,千代田区,"68,755","34,412","34,343"
131024,152,東京都,中央区,"176,835","84,212","92,623"
131032,96,東京都,港区,"266,306","125,353","140,953"
131041,69,東京都,新宿区,"349,226","175,428","173,798"
131059,115,東京都,文京区,"232,177","110,561","121,616"
131067,126,東京都,台東区,"212,388","108,097","104,291"
131075,88,東京都,墨田区,"284,555","140,148","144,407"
131083,32,東京都,江東区,"539,108","264,566","274,542"
131091,51,東京都,品川区,"408,280","199,866","208,414"
131105,90,東京都,目黒区,"279,520","131,816","147,704"
131113,19,東京都,大田区,"733,634","364,637","368,997"
131121,14,東京都,世田谷区,"918,141","434,591","483,550"
131130,117,東京都,渋谷区,"230,609","110,568","120,041"
131148,74,東京都,中野区,"337,377","170,371","167,006"
131156,30,東京都,杉並区,"572,843","275,440","297,403"
131164,86,東京都,豊島区,"291,650","146,383","145,267"
131172,65,東京都,北区,"357,701","177,688","180,013"
131181,124,東京都,荒川区,"219,268","108,991","110,277"
131199,29,東京都,板橋区,"572,927","280,059","292,868"
131202,18,東京都,練馬区,"741,540","358,739","382,801"
131211,23,東京都,足立区,"693,223","346,947","346,276"
131229,42,東京都,葛飾区,"467,000","232,534","234,466"
131237,24,東京都,江戸川区,"689,961","347,127","342,834"
132012,31,東京都,八王子市,"560,692","280,146","280,546"
132021,146,東京都,立川市,"185,825","91,979","93,846"
132039,184,東京都,武蔵野市,"147,809","70,765","77,044"
132047,138,東京都,三鷹市,"189,959","92,506","97,453"
132055,212,東京都,青梅市,"129,468","65,036","64,432"
132063,98,東京都,府中市,"260,078","130,030","130,048"
132071,241,東京都,昭島市,"114,516","56,910","57,606"
132080,111,東京都,調布市,"238,774","116,031","122,743"
132098,48,東京都,町田市,"430,380","210,105","220,275"
132101,220,東京都,小金井市,"124,614","61,291","63,323"
132110,133,東京都,小平市,"196,913","96,365","100,548"
132128,143,東京都,日野市,"187,494","93,731","93,763"
132136,179,東京都,東村山市,"151,751","73,834","77,917"
132144,213,東京都,国分寺市,"128,762","63,157","65,605"
132152,360,東京都,国立市,"75,889","36,793","39,096"
132187,476,東京都,福生市,"56,512","28,369","28,143"
132195,337,東京都,狛江市,"82,102","39,623","42,479"
132209,322,東京都,東大和市,"85,085","41,786","43,299"
132217,368,東京都,清瀬市,"74,596","35,904","38,692"
132225,233,東京都,東久留米市,"116,512","56,487","60,025"
132233,391,東京都,武蔵村山市,"71,018","35,225","35,793"
132241,185,東京都,多摩市,"147,776","72,350","75,426"
132250,300,東京都,稲城市,"93,781","46,910","46,871"
132276,488,東京都,羽村市,"54,416","27,558","26,858"
132284,343,東京都,あきる野市,"79,513","39,584","39,929"
132292,129,東京都,西東京市,"205,899","99,968","105,931"
133035,717,東京都,西多摩郡瑞穂町,"32,062","16,278","15,784"
133051,1002,東京都,西多摩郡日の出町,"16,300","8,036","8,264"
133078,1648,東京都,西多摩郡檜原村,"1,986",987,999
133086,1474,東京都,西多摩郡奥多摩町,"4,603","2,287","2,316"
133604,857,東京都,島しょ,"23,793","12,353","11,440"
133612,1327,東京都,大島町,"6,982","3,635","3,347"
133621,1739,東京都,利島村,314,170,144
133639,1617,東京都,新島村,"2,453","1,195","1,258"
133647,1657,東京都,神津島村,"1,775",911,864
133817,1632,東京都,三宅村,"2,254","1,247","1,007"
133825,1741,東京都,御蔵島村,291,157,134
134015,1329,東京都,八丈町,"6,968","3,496","3,472"
134023,1742,東京都,青ヶ島村,156,88,68
134210,1604,東京都,小笠原村,"2,600","1,454","1,146"
141003,1,神奈川県,横浜市,"3,752,969","1,857,671","1,895,298"
141305,6,神奈川県,川崎市,"1,529,136","772,767","756,369"
141500,21,神奈川県,相模原市,"717,861","359,629","358,232"
142018,59,神奈川県,横須賀市,"383,488","190,852","192,636"
142034,101,神奈川県,平塚市,"256,856","128,093","128,763"
142042,153,神奈川県,鎌倉市,"175,625","83,114","92,511"
142051,45,神奈川県,藤沢市,"445,172","220,302","224,870"
142069,144,神奈川県,小田原市,"187,040","91,215","95,825"
142077,106,神奈川県,茅ヶ崎市,"247,785","120,542","127,243"
142085,459,神奈川県,逗子市,"58,510","27,478","31,032"
142107,621,神奈川県,三浦市,"40,578","19,692","20,886"
142115,168,神奈川県,秦野市,"159,257","79,907","79,350"
142123,122,神奈川県,厚木市,"223,940","115,579","108,361"
142131,109,神奈川県,大和市,"245,038","122,306","122,732"
142140,280,神奈川県,伊勢原市,"100,156","50,911","49,245"
142158,200,神奈川県,海老名市,"139,604","70,224","69,380"
142166,210,神奈川県,座間市,"131,356","65,819","65,537"
142174,620,神奈川県,南足柄市,"40,666","19,965","20,701"
142182,326,神奈川県,綾瀬市,"84,100","42,844","41,256"
143014,713,神奈川県,三浦郡葉山町,"32,272","15,281","16,991"
143219,531,神奈川県,高座郡寒川町,"49,135","25,001","24,134"
143413,719,神奈川県,中郡大磯町,"32,054","15,678","16,376"
143421,793,神奈川県,中郡二宮町,"27,752","13,411","14,341"
143618,1242,神奈川県,足柄上郡中井町,"8,932","4,491","4,441"
143626,974,神奈川県,足柄上郡大井町,"17,473","8,643","8,830"
143634,1186,神奈川県,足柄上郡松田町,"10,487","5,183","5,304"
143642,1225,神奈川県,足柄上郡山北町,"9,435","4,631","4,804"
143669,947,神奈川県,足柄上郡開成町,"18,649","9,121","9,528"
143821,1170,神奈川県,足柄下郡箱根町,"10,907","5,207","5,700"
143839,1342,神奈川県,足柄下郡真鶴町,"6,710","3,127","3,583"
143847,863,神奈川県,足柄下郡湯河原町,"23,483","11,064","12,419"
144011,631,神奈川県,愛甲郡愛川町,"39,498","20,635","18,863"
144029,1592,神奈川県,愛甲郡清川村,"2,764","1,413","1,351"
151009,17,新潟県,新潟市,"767,565","369,463","398,102"
152021,100,新潟県,長岡市,"258,205","126,510","131,695"
152048,304,新潟県,三条市,"92,359","45,069","47,290"
152056,350,新潟県,柏崎市,"77,493","38,274","39,219"
152064,303,新潟県,新発田市,"92,855","45,302","47,553"
152081,694,新潟県,小千谷市,"33,186","16,381","16,805"
152099,844,新潟県,加茂市,"24,569","11,996","12,573"
152102,544,新潟県,十日町市,"48,128","23,600","24,528"
152111,636,新潟県,見附市,"38,584","18,847","19,737"
152129,486,新潟県,村上市,"54,765","26,342","28,423"
152137,354,新潟県,燕市,"76,712","37,559","39,153"
152161,634,新潟県,糸魚川市,"38,859","19,023","19,836"
152170,758,新潟県,妙高市,"29,885","14,605","15,280"
152188,564,新潟県,五泉市,"46,523","22,459","24,064"
152226,148,新潟県,上越市,"182,911","89,894","93,017"
152234,624,新潟県,阿賀野市,"39,873","19,380","20,493"
152242,526,新潟県,佐渡市,"49,336","24,040","25,296"
152251,696,新潟県,魚沼市,"33,149","16,223","16,926"
152269,499,新潟県,南魚沼市,"53,320","26,097","27,223"
152277,801,新潟県,胎内市,"27,284","13,442","13,842"
153079,1074,新潟県,北蒲原郡聖籠町,"14,055","7,043","7,012"
153427,1297,新潟県,西蒲原郡弥彦村,"7,591","3,670","3,921"
153613,1179,新潟県,南蒲原郡田上町,"10,815","5,213","5,602"
153851,1227,新潟県,東蒲原郡阿賀町,"9,416","4,595","4,821"
154059,1513,新潟県,三島郡出雲崎町,"3,996","1,923","2,073"
154610,1272,新潟県,南魚沼郡湯沢町,"8,122","4,184","3,938"
154822,1252,新潟県,中魚沼郡津南町,"8,672","4,211","4,461"
155047,1492,新潟県,刈羽郡刈羽村,"4,286","2,168","2,118"
155811,1449,新潟県,岩船郡関川村,"4,835","2,340","2,495"
155861,1738,新潟県,岩船郡粟島浦村,323,159,164
162019,53,富山県,富山市,"406,483","198,368","208,115"
162027,164,富山県,高岡市,"164,053","79,660","84,393"
162043,633,富山県,魚津市,"39,274","19,238","20,036"
162051,594,富山県,氷見市,"43,205","20,760","22,445"
162060,710,富山県,滑川市,"32,728","16,082","16,646"
162078,628,富山県,黒部市,"39,697","19,591","20,106"
162086,554,富山県,砺波市,"47,024","22,939","24,085"
162094,778,富山県,小矢部市,"28,356","13,916","14,440"
162108,556,富山県,南砺市,"46,949","22,597","24,352"
162116,309,富山県,射水市,"90,997","44,598","46,399"
163210,1548,富山県,中新川郡舟橋村,"3,299","1,644","1,655"
163228,935,富山県,中新川郡上市町,"19,027","9,141","9,886"
163236,845,富山県,中新川郡立山町,"24,567","11,874","12,693"
163422,874,富山県,下新川郡入善町,"22,629","10,939","11,690"
163431,1180,富山県,下新川郡朝日町,"10,716","5,069","5,647"
172014,46,石川県,金沢市,"444,996","214,606","230,390"
172022,542,石川県,七尾市,"48,268","23,040","25,228"
172031,270,石川県,小松市,"106,104","52,310","53,794"
172049,868,石川県,輪島市,"23,119","10,924","12,195"
172057,1122,石川県,珠洲市,"12,574","5,851","6,723"
172065,430,石川県,加賀市,"62,545","29,829","32,716"
172073,919,石川県,羽咋市,"19,863","9,422","10,441"
172090,661,石川県,かほく市,"36,024","17,555","18,469"
172103,250,石川県,白山市,"112,652","55,135","57,517"
172111,519,石川県,能美市,"49,697","24,677","25,020"
172120,493,石川県,野々市市,"54,163","27,336","26,827"
173240,1386,石川県,能美郡川北町,"6,099","3,044","3,055"
173614,649,石川県,河北郡津幡町,"37,457","18,385","19,072"
173657,820,石川県,河北郡内灘町,"26,030","12,604","13,426"
173843,956,石川県,羽咋郡志賀町,"18,263","8,745","9,518"
173860,1133,石川県,羽咋郡宝達志水町,"12,017","5,771","6,246"
174076,989,石川県,鹿島郡中能登町,"16,821","8,206","8,615"
174611,1306,石川県,鳳珠郡穴水町,"7,347","3,537","3,810"
174637,1033,石川県,鳳珠郡能登町,"15,187","7,239","7,948"
182010,102,福井県,福井市,"255,949","124,232","131,717"
182028,425,福井県,敦賀市,"62,942","31,055","31,887"
182044,787,福井県,小浜市,"27,974","13,796","14,178"
182052,749,福井県,大野市,"30,451","14,573","15,878"
182061,896,福井県,勝山市,"21,483","10,265","11,218"
182079,407,福井県,鯖江市,"68,402","33,440","34,962"
182087,811,福井県,あわら市,"26,537","12,657","13,880"
182095,340,福井県,越前市,"79,907","39,428","40,479"
182109,310,福井県,坂井市,"88,986","43,360","45,626"
183229,964,福井県,吉田郡永平寺町,"17,900","8,715","9,185"
183822,1634,福井県,今立郡池田町,"2,238","1,079","1,159"
184047,1222,福井県,南条郡南越前町,"9,611","4,653","4,958"
184233,916,福井県,丹生郡越前町,"20,100","9,821","10,279"
184420,1246,福井県,三方郡美浜町,"8,842","4,342","4,500"
184811,1219,福井県,大飯郡高浜町,"9,686","4,863","4,823"
184837,1291,福井県,大飯郡おおい町,"7,757","3,845","3,912"
185019,1088,福井県,三方上中郡若狭町,"13,625","6,623","7,002"
192015,147,山梨県,甲府市,"184,827","89,890","94,937"
192023,560,山梨県,富士吉田市,"46,770","22,985","23,785"
192040,774,山梨県,都留市,"28,798","14,045","14,753"
192058,697,山梨県,山梨市,"33,114","15,921","17,193"
192066,888,山梨県,大月市,"21,742","10,744","10,998"
192074,784,山梨県,韮崎市,"28,089","14,089","14,000"
192082,389,山梨県,南アルプス市,"71,660","35,579","36,081"
192091,569,山梨県,北杜市,"45,533","22,308","23,225"
192104,357,山梨県,甲斐市,"76,514","37,852","38,662"
192112,409,山梨県,笛吹市,"67,271","32,793","34,478"
192121,891,山梨県,上野原市,"21,637","10,854","10,783"
192139,762,山梨県,甲州市,"29,600","14,337","15,263"
192147,745,山梨県,中央市,"30,657","15,189","15,468"
193461,1047,山梨県,西八代郡市川三郷町,"14,693","7,166","7,527"
193640,1712,山梨県,南巨摩郡早川町,884,445,439
193658,1208,山梨県,南巨摩郡身延町,"10,051","4,922","5,129"
193666,1333,山梨県,南巨摩郡南部町,"6,920","3,431","3,489"
193682,1072,山梨県,南巨摩郡富士川町,"14,127","6,899","7,228"
193844,901,山梨県,中巨摩郡昭和町,"21,213","10,627","10,586"
194221,1671,山梨県,南都留郡道志村,"1,545",779,766
194239,1509,山梨県,南都留郡西桂町,"4,001","1,941","2,060"
194247,1216,山梨県,南都留郡忍野村,"9,758","5,310","4,448"
194255,1409,山梨県,南都留郡山中湖村,"5,768","2,914","2,854"
194298,1561,山梨県,南都留郡鳴沢村,"3,079","1,557","1,522"
194301,803,山梨県,南都留郡富士河口湖町,"26,965","13,277","13,688"
194425,1724,山梨県,北都留郡小菅村,639,327,312
194433,1729,山梨県,北都留郡丹波山村,514,271,243
202011,64,長野県,長野市,"365,572","177,579","187,993"
202029,114,長野県,松本市,"235,475","115,517","119,958"
202037,178,長野県,上田市,"152,484","74,840","77,644"
202045,553,長野県,岡谷市,"47,038","22,959","24,079"
202053,293,長野県,飯田市,"96,197","46,545","49,652"
202061,545,長野県,諏訪市,"48,008","23,672","24,336"
202070,524,長野県,須坂市,"49,582","24,107","25,475"
202088,611,長野県,小諸市,"41,521","20,382","21,139"
202096,421,長野県,伊那市,"65,357","32,017","33,340"
202100,729,長野県,駒ヶ根市,"31,664","15,689","15,975"
202118,603,長野県,中野市,"42,586","20,767","21,819"
202126,829,長野県,大町市,"25,684","12,505","13,179"
202134,931,長野県,飯山市,"19,214","9,378","9,836"
202142,492,長野県,茅野市,"54,279","27,130","27,149"
202151,418,長野県,塩尻市,"65,623","32,858","32,765"
202177,288,長野県,佐久市,"97,676","48,056","49,620"
202185,454,長野県,千曲市,"59,179","28,857","30,322"
202193,768,長野県,東御市,"29,256","14,554","14,702"
202207,292,長野県,安曇野市,"96,249","46,769","49,480"
203033,1495,長野県,南佐久郡小海町,"4,247","2,094","2,153"
203041,1524,長野県,南佐久郡川上村,"3,741","2,027","1,714"
203050,1567,長野県,南佐久郡南牧村,"3,017","1,567","1,450"
203068,1710,長野県,南佐久郡南相木村,931,452,479
203076,1722,長野県,南佐久郡北相木村,659,327,332
203092,1193,長野県,南佐久郡佐久穂町,"10,298","5,035","5,263"
203211,893,長野県,北佐久郡軽井沢町,"21,599","10,316","11,283"
203238,994,長野県,北佐久郡御代田町,"16,551","8,194","8,357"
203246,1341,長野県,北佐久郡立科町,"6,724","3,357","3,367"
203491,1501,長野県,小県郡青木村,"4,151","2,036","2,115"
203505,1414,長野県,小県郡長和町,"5,605","2,784","2,821"
203611,942,長野県,諏訪郡下諏訪町,"18,823","9,080","9,743"
203629,1068,長野県,諏訪郡富士見町,"14,209","6,979","7,230"
203637,1275,長野県,諏訪郡原村,"8,093","3,962","4,131"
203823,955,長野県,上伊那郡辰野町,"18,289","8,923","9,366"
203831,848,長野県,上伊那郡箕輪町,"24,463","12,307","12,156"
203840,1241,長野県,上伊那郡飯島町,"8,955","4,381","4,574"
203858,1006,長野県,上伊那郡南箕輪村,"16,109","8,012","8,097"
203866,1467,長野県,上伊那郡中川村,"4,664","2,238","2,426"
203882,1248,長野県,上伊那郡宮田村,"8,794","4,315","4,479"
204021,1121,長野県,下伊那郡松川町,"12,659","6,180","6,479"
204030,1115,長野県,下伊那郡高森町,"12,770","6,254","6,516"
204048,1505,長野県,下伊那郡阿南町,"4,078","1,987","2,091"
204072,1395,長野県,下伊那郡阿智村,"5,989","2,934","3,055"
204099,1734,長野県,下伊那郡平谷村,375,182,193
204102,1715,長野県,下伊那郡根羽村,825,418,407
204111,1542,長野県,下伊那郡下條村,"3,479","1,686","1,793"
204129,1731,長野県,下伊那郡売木村,473,223,250
